game_name_id,platform,esrb,singleplayer,multyplayer,coop,price,ign_rating,campaign_duration,is_popular,char_customization,world_size,world_diversity,graphics,period,modding,competitive,genre,type,optimization
Need for Speed: Heat,PC,everyone,50,50,0,10,80,65,50,100,90,70,100,2010-sad,0,0,driving,simulation,73
Need for Speed: Heat,PS,everyone,50,50,0,10,80,65,50,100,90,70,100,2010-sad,0,0,driving,simulation,73
Need for Speed: Heat,XBOX,everyone,50,50,0,10,80,65,50,100,90,70,100,2010-sad,0,0,driving,simulation,73
Call of Duty: Modern Warfare 3,PC,mature,50,50,50,55,90,50,50,70,55,85,85,2010-sad,50,50,war,shooter,94
Call of Duty: Modern Warfare 3,PS,mature,50,50,50,55,90,50,50,70,55,85,85,2010-sad,50,50,war,shooter,94
Call of Duty: Modern Warfare 3,XBOX,mature,50,50,50,55,90,50,50,70,55,85,85,2010-sad,50,50,war,shooter,94
Call of Duty: Modern Warfare 3,Nintendo,mature,50,50,50,55,90,50,50,70,55,85,85,2010-sad,50,50,war,shooter,94
Call of Duty: Modern Warfare (2019),PC,mature,50,50,50,10,82,40,50,80,60,95,100,2010-sad,0,50,war,shooter,68
Call of Duty: Modern Warfare (2019),PS,mature,50,50,50,10,82,40,50,80,60,95,100,2010-sad,0,50,war,shooter,68
Call of Duty: Modern Warfare (2019),XBOX,mature,50,50,50,10,82,40,50,80,60,95,100,2010-sad,0,50,war,shooter,68
Call of Duty: Advanced Warfare,PC,mature,50,50,50,15,91,55,50,80,65,100,90,2010-sad,50,50,war,shooter,75
Call of Duty: Advanced Warfare,PS,mature,50,50,50,15,91,55,50,80,65,100,90,2010-sad,50,50,war,shooter,75
Call of Duty: Advanced Warfare,XBOX,mature,50,50,50,15,91,55,50,80,65,100,90,2010-sad,50,50,war,shooter,75
Call of Duty: Infinite Warfare,PC,mature,50,50,50,15,77,50,50,85,60,100,95,2010-sad,50,50,war,shooter,63
Call of Duty: Infinite Warfare,PS,mature,50,50,50,15,77,50,50,85,60,100,95,2010-sad,50,50,war,shooter,63
Call of Duty: Infinite Warfare,XBOX,mature,50,50,50,15,77,50,50,85,60,100,95,2010-sad,50,50,war,shooter,63
Call of Duty: World at War,PC,mature,50,50,50,70,92,40,0,50,50,70,75,2000s,50,0,war,shooter,91
Call of Duty: World at War,PS,mature,50,50,50,70,92,40,0,50,50,70,75,2000s,50,0,war,shooter,91
Call of Duty: World at War,XBOX,mature,50,50,50,70,92,40,0,50,50,70,75,2000s,50,0,war,shooter,91
Call of Duty: World at War,Nintendo,mature,50,50,50,70,92,40,0,50,50,70,75,2000s,50,0,war,shooter,91
Call of Duty: Black Ops,PC,mature,50,50,50,50,85,40,50,65,55,80,75,2010-sad,50,50,war,shooter,82
Call of Duty: Black Ops,PS,mature,50,50,50,50,85,40,50,65,55,80,75,2010-sad,50,50,war,shooter,82
Call of Duty: Black Ops,XBOX,mature,50,50,50,50,85,40,50,65,55,80,75,2010-sad,50,50,war,shooter,82
Call of Duty: Black Ops,Nintendo,mature,50,50,50,50,85,40,50,65,55,80,75,2010-sad,50,50,war,shooter,82
Call of Duty: Black Ops II,PC,mature,50,50,50,15,93,50,50,70,60,85,80,2010-sad,50,50,war,shooter,88
Call of Duty: Black Ops II,PS,mature,50,50,50,15,93,50,50,70,60,85,80,2010-sad,50,50,war,shooter,88
Call of Duty: Black Ops II,XBOX,mature,50,50,50,15,93,50,50,70,60,85,80,2010-sad,50,50,war,shooter,88
Call of Duty: Black Ops II,Nintendo,mature,50,50,50,15,93,50,50,70,60,85,80,2010-sad,50,50,war,shooter,88
Call of Duty: Black Ops III,PC,mature,50,50,50,10,92,80,50,80,70,95,95,2010-sad,50,50,war,shooter,68
Call of Duty: Black Ops III,PS,mature,50,50,50,10,92,80,50,80,70,95,95,2010-sad,50,50,war,shooter,68
Call of Duty: Black Ops III,XBOX,mature,50,50,50,10,92,80,50,80,70,95,95,2010-sad,50,50,war,shooter,68
Call of Duty: Black Ops 4,PC,mature,0,50,50,10,85,1,50,90,90,100,100,2010-sad,50,50,war,shooter,68
Call of Duty: Black Ops 4,PS,mature,0,50,50,10,85,1,50,90,90,100,100,2010-sad,50,50,war,shooter,68
Call of Duty: Black Ops 4,XBOX,mature,0,50,50,10,85,1,50,90,90,100,100,2010-sad,50,50,war,shooter,68
Call of Duty: Ghosts,PC,mature,50,50,50,15,88,25,0,60,60,100,75,2010-sad,50,50,war,shooter,57
Call of Duty: Ghosts,PS,mature,50,50,50,15,88,25,0,60,60,100,75,2010-sad,50,50,war,shooter,57
Call of Duty: Ghosts,XBOX,mature,50,50,50,15,88,25,0,60,60,100,75,2010-sad,50,50,war,shooter,57
Call of Duty: Ghosts,Nintendo,mature,50,50,50,15,88,25,0,60,60,100,75,2010-sad,50,50,war,shooter,57
Need for Speed Payback,PC,teen,50,50,50,70,59,100,0,80,80,70,95,2010-sad,0,0,driving,simulation,72
